order_id,product_id,category,sub_category,cost_price,list_price,quantity,discount_percent,discount_amount,sale_price,profit
671,FUR-TA-10000688,Furniture,Tables,100.0,110.0,1,5.0,5.5,104.5,4.5
672,OFF-PA-10002377,Office Supplies,Paper,30.0,40.0,8,5.0,2.0,38.0,8.0
673,OFF-AR-10001954,Office Supplies,Art,20.0,20.0,5,5.0,1.0,19.0,-1.0
674,OFF-AP-10004532,Office Supplies,Appliances,50.0,60.0,3,3.0,1.8,58.2,8.2
675,OFF-PA-10002137,Office Supplies,Paper,40.0,40.0,5,4.0,1.6,38.4,-1.6
676,TEC-AC-10003832,Technology,Accessories,90.0,100.0,3,2.0,2.0,98.0,8.0
677,OFF-AP-10000804,Office Supplies,Appliances,0.0,0.0,3,4.0,0.0,0.0,0.0
678,TEC-AC-10003614,Technology,Accessories,20.0,30.0,3,5.0,1.5,28.5,8.5
679,FUR-FU-10003553,Furniture,Furnishings,70.0,80.0,3,3.0,2.4,77.6,7.6
680,OFF-BI-10004632,Office Supplies,Binders,160.0,180.0,3,2.0,3.6,176.4,16.4
681,OFF-BI-10003305,Office Supplies,Binders,10.0,10.0,3,4.0,0.4,9.6,-0.4
682,OFF-ST-10002583,Office Supplies,Storage,50.0,60.0,2,5.0,3.0,57.0,7.0
683,OFF-ST-10004507,Office Supplies,Storage,60.0,70.0,4,3.0,2.1,67.9,7.9
684,TEC-MA-10004125,Technology,Machines,7280.0,8000.0,4,2.0,160.0,7840.0,560.0
685,OFF-AP-10002457,Office Supplies,Appliances,150.0,170.0,2,3.0,5.1,164.9,14.9
686,TEC-AC-10003911,Technology,Accessories,390.0,480.0,3,5.0,24.0,456.0,66.0
687,OFF-LA-10001934,Office Supplies,Labels,10.0,10.0,2,2.0,0.2,9.8,-0.2
688,OFF-PA-10000304,Office Supplies,Paper,20.0,20.0,3,3.0,0.6,19.4,-0.6
689,FUR-BO-10004015,Furniture,Bookcases,160.0,190.0,2,3.0,5.7,184.3,24.3
690,FUR-FU-10004071,Furniture,Furnishings,90.0,100.0,1,5.0,5.0,95.0,5.0
691,TEC-PH-10002033,Technology,Phones,240.0,280.0,1,2.0,5.6,274.4,34.4
692,OFF-ST-10002444,Office Supplies,Storage,40.0,40.0,3,2.0,0.8,39.2,-0.8
693,TEC-AC-10002253,Technology,Accessories,140.0,170.0,1,5.0,8.5,161.5,21.5
694,OFF-PA-10000743,Office Supplies,Paper,30.0,30.0,5,3.0,0.9,29.1,-0.9
695,OFF-AR-10003373,Office Supplies,Art,170.0,200.0,8,4.0,8.0,192.0,22.0
696,OFF-LA-10002312,Office Supplies,Labels,40.0,50.0,4,4.0,2.0,48.0,8.0
697,OFF-EN-10000927,Office Supplies,Envelopes,180.0,200.0,7,4.0,8.0,192.0,12.0
698,OFF-LA-10003510,Office Supplies,Labels,80.0,100.0,4,3.0,3.0,97.0,17.0
699,OFF-AR-10001118,Office Supplies,Art,0.0,0.0,1,2.0,0.0,0.0,0.0
700,OFF-BI-10001575,Office Supplies,Binders,20.0,20.0,2,3.0,0.6,19.4,-0.6
701,OFF-BI-10001982,Office Supplies,Binders,0.0,0.0,3,5.0,0.0,0.0,0.0
702,FUR-FU-10002960,Furniture,Furnishings,20.0,20.0,3,3.0,0.6,19.4,-0.6
703,FUR-FU-10003394,Furniture,Furnishings,190.0,210.0,3,4.0,8.4,201.6,11.6
704,FUR-TA-10002774,Furniture,Tables,340.0,370.0,3,2.0,7.4,362.6,22.6
705,OFF-PA-10001800,Office Supplies,Paper,10.0,10.0,2,2.0,0.2,9.8,-0.2
706,OFF-AP-10001469,Office Supplies,Appliances,140.0,170.0,5,3.0,5.1,164.9,24.9
707,TEC-AC-10002399,Technology,Accessories,20.0,20.0,1,3.0,0.6,19.4,-0.6
708,TEC-AC-10003628,Technology,Accessories,100.0,120.0,4,4.0,4.8,115.2,15.2
709,FUR-BO-10003272,Furniture,Bookcases,740.0,880.0,5,5.0,44.0,836.0,96.0
710,OFF-BI-10000050,Office Supplies,Binders,40.0,50.0,8,3.0,1.5,48.5,8.5
711,OFF-PA-10004071,Office Supplies,Paper,50.0,60.0,1,4.0,2.4,57.6,7.6
712,OFF-EN-10001219,Office Supplies,Envelopes,20.0,20.0,4,4.0,0.8,19.2,-0.8
713,OFF-AP-10001154,Office Supplies,Appliances,240.0,280.0,6,2.0,5.6,274.4,34.4
714,TEC-PH-10003012,Technology,Phones,290.0,310.0,2,4.0,12.4,297.6,7.6
715,TEC-AC-10001606,Technology,Accessories,260.0,300.0,3,5.0,15.0,285.0,25.0
716,OFF-BI-10003355,Office Supplies,Binders,20.0,20.0,5,3.0,0.6,19.4,-0.6
717,FUR-FU-10000010,Furniture,Furnishings,10.0,10.0,2,5.0,0.5,9.5,-0.5
718,FUR-FU-10002253,Furniture,Furnishings,90.0,100.0,3,3.0,3.0,97.0,7.0
719,OFF-BI-10001658,Office Supplies,Binders,60.0,60.0,3,2.0,1.2,58.8,-1.2
720,FUR-FU-10000246,Furniture,Furnishings,60.0,70.0,6,4.0,2.8,67.2,7.2
721,OFF-PA-10004092,Office Supplies,Paper,140.0,150.0,3,5.0,7.5,142.5,2.5
722,FUR-TA-10000198,Furniture,Tables,1370.0,1650.0,3,2.0,33.0,1617.0,247.0
723,OFF-ST-10000036,Office Supplies,Storage,260.0,300.0,3,5.0,15.0,285.0,25.0
724,FUR-FU-10000222,Furniture,Furnishings,120.0,130.0,5,4.0,5.2,124.8,4.8
725,OFF-SU-10004664,Office Supplies,Supplies,40.0,50.0,7,2.0,1.0,49.0,9.0
726,OFF-EN-10001141,Office Supplies,Envelopes,20.0,20.0,2,3.0,0.6,19.4,-0.6
727,TEC-PH-10002170,Technology,Phones,50.0,60.0,1,5.0,3.0,57.0,7.0
728,OFF-PA-10001954,Office Supplies,Paper,160.0,180.0,8,3.0,5.4,174.6,14.6
729,FUR-TA-10002228,Furniture,Tables,350.0,400.0,2,3.0,12.0,388.0,38.0
730,OFF-ST-10004634,Office Supplies,Storage,30.0,30.0,3,4.0,1.2,28.8,-1.2
731,FUR-CH-10002965,Furniture,Chairs,490.0,540.0,3,3.0,16.2,523.8,33.8
732,OFF-LA-10001317,Office Supplies,Labels,10.0,10.0,2,2.0,0.2,9.8,-0.2
733,OFF-ST-10000736,Office Supplies,Storage,210.0,240.0,3,2.0,4.8,235.2,25.2
734,TEC-AC-10003610,Technology,Accessories,170.0,180.0,3,5.0,9.0,171.0,1.0
735,OFF-BI-10003982,Office Supplies,Binders,80.0,100.0,6,3.0,3.0,97.0,17.0
736,OFF-BI-10003291,Office Supplies,Binders,30.0,30.0,4,5.0,1.5,28.5,-1.5
737,FUR-BO-10001619,Furniture,Bookcases,80.0,80.0,1,3.0,2.4,77.6,-2.4
738,OFF-BI-10000138,Office Supplies,Binders,20.0,20.0,5,2.0,0.4,19.6,-0.4
739,TEC-AC-10001383,Technology,Accessories,50.0,50.0,2,2.0,1.0,49.0,-1.0
740,OFF-LA-10003223,Office Supplies,Labels,10.0,10.0,3,3.0,0.3,9.7,-0.3
741,OFF-ST-10002743,Office Supplies,Storage,250.0,270.0,3,2.0,5.4,264.6,14.6
742,OFF-BI-10004094,Office Supplies,Binders,0.0,0.0,2,5.0,0.0,0.0,0.0
743,OFF-SU-10004498,Office Supplies,Supplies,50.0,50.0,5,5.0,2.5,47.5,-2.5
744,OFF-PA-10002615,Office Supplies,Paper,0.0,0.0,1,4.0,0.0,0.0,0.0
745,OFF-PA-10004971,Office Supplies,Paper,0.0,0.0,1,3.0,0.0,0.0,0.0
746,OFF-SU-10004261,Office Supplies,Supplies,50.0,60.0,4,4.0,2.4,57.6,7.6
747,FUR-TA-10002607,Furniture,Tables,480.0,570.0,10,3.0,17.1,552.9,72.9
748,OFF-ST-10001809,Office Supplies,Storage,340.0,360.0,4,4.0,14.4,345.6,5.6
749,TEC-PH-10000004,Technology,Phones,10.0,10.0,1,4.0,0.4,9.6,-0.4
750,OFF-BI-10003638,Office Supplies,Binders,50.0,60.0,3,3.0,1.8,58.2,8.2
751,FUR-FU-10003577,Furniture,Furnishings,130.0,160.0,11,3.0,4.8,155.2,25.2
752,OFF-AR-10003478,Office Supplies,Art,60.0,60.0,7,4.0,2.4,57.6,-2.4
753,OFF-BI-10000546,Office Supplies,Binders,0.0,0.0,1,2.0,0.0,0.0,0.0
754,TEC-CO-10002095,Technology,Copiers,1020.0,1200.0,3,3.0,36.0,1164.0,144.0
755,FUR-FU-10002759,Furniture,Furnishings,70.0,80.0,4,4.0,3.2,76.8,6.8
756,FUR-TA-10001095,Furniture,Tables,350.0,380.0,4,2.0,7.6,372.4,22.4
757,OFF-ST-10002444,Office Supplies,Storage,20.0,20.0,2,5.0,1.0,19.0,-1.0
758,TEC-AC-10001267,Technology,Accessories,100.0,120.0,4,4.0,4.8,115.2,15.2
759,OFF-BI-10000848,Office Supplies,Binders,10.0,10.0,3,2.0,0.2,9.8,-0.2
760,OFF-PA-10002377,Office Supplies,Paper,20.0,20.0,4,4.0,0.8,19.2,-0.8
761,OFF-PA-10003441,Office Supplies,Paper,60.0,60.0,9,5.0,3.0,57.0,-3.0
762,OFF-LA-10004484,Office Supplies,Labels,10.0,10.0,3,5.0,0.5,9.5,-0.5
763,TEC-PH-10003931,Technology,Phones,90.0,110.0,3,3.0,3.3,106.7,16.7
764,OFF-EN-10001990,Office Supplies,Envelopes,10.0,10.0,2,2.0,0.2,9.8,-0.2
765,OFF-EN-10001532,Office Supplies,Envelopes,50.0,50.0,3,5.0,2.5,47.5,-2.5
766,TEC-AC-10003174,Technology,Accessories,530.0,650.0,6,5.0,32.5,617.5,87.5
767,OFF-BI-10004187,Office Supplies,Binders,10.0,10.0,3,3.0,0.3,9.7,-0.3
768,OFF-ST-10000025,Office Supplies,Storage,540.0,570.0,6,3.0,17.1,552.9,12.9
769,FUR-FU-10004306,Furniture,Furnishings,280.0,310.0,2,4.0,12.4,297.6,17.6
770,FUR-CH-10003746,Furniture,Chairs,570.0,640.0,2,2.0,12.8,627.2,57.2
771,OFF-BI-10001036,Office Supplies,Binders,20.0,20.0,2,4.0,0.8,19.2,-0.8
772,TEC-PH-10004614,Technology,Phones,170.0,210.0,3,2.0,4.2,205.8,35.8
773,OFF-BI-10000301,Office Supplies,Binders,30.0,30.0,5,5.0,1.5,28.5,-1.5
774,OFF-BI-10003910,Office Supplies,Binders,10.0,10.0,1,3.0,0.3,9.7,-0.3
775,OFF-AR-10004648,Office Supplies,Art,40.0,40.0,2,4.0,1.6,38.4,-1.6
776,FUR-FU-10002597,Furniture,Furnishings,30.0,30.0,7,2.0,0.6,29.4,-0.6
777,OFF-AR-10003405,Office Supplies,Art,30.0,30.0,7,4.0,1.2,28.8,-1.2
778,FUR-CH-10002335,Furniture,Chairs,440.0,540.0,3,2.0,10.8,529.2,89.2
779,OFF-PA-10000157,Office Supplies,Paper,50.0,60.0,3,5.0,3.0,57.0,7.0
780,OFF-PA-10001947,Office Supplies,Paper,20.0,20.0,4,4.0,0.8,19.2,-0.8
781,OFF-PA-10003657,Office Supplies,Paper,0.0,0.0,1,5.0,0.0,0.0,0.0
782,OFF-BI-10001098,Office Supplies,Binders,20.0,30.0,5,5.0,1.5,28.5,8.5
783,TEC-AC-10002167,Technology,Accessories,20.0,20.0,2,4.0,0.8,19.2,-0.8
784,FUR-BO-10004409,Furniture,Bookcases,40.0,40.0,1,5.0,2.0,38.0,-2.0
785,TEC-AC-10000057,Technology,Accessories,50.0,50.0,2,3.0,1.5,48.5,-1.5
786,OFF-EN-10000056,Office Supplies,Envelopes,160.0,190.0,3,4.0,7.6,182.4,22.4
787,OFF-BI-10000014,Office Supplies,Binders,20.0,20.0,2,2.0,0.4,19.6,-0.4
788,FUR-CH-10004675,Furniture,Chairs,290.0,350.0,2,3.0,10.5,339.5,49.5
789,OFF-BI-10001543,Office Supplies,Binders,110.0,140.0,4,4.0,5.6,134.4,24.4
790,OFF-ST-10001321,Office Supplies,Storage,20.0,20.0,1,3.0,0.6,19.4,-0.6
791,OFF-BI-10001132,Office Supplies,Binders,30.0,40.0,8,4.0,1.6,38.4,8.4
792,FUR-CH-10003199,Furniture,Chairs,280.0,330.0,3,2.0,6.6,323.4,43.4
793,TEC-PH-10001530,Technology,Phones,1170.0,1360.0,5,5.0,68.0,1292.0,122.0
794,OFF-LA-10001569,Office Supplies,Labels,10.0,10.0,2,2.0,0.2,9.8,-0.2
795,OFF-PA-10003724,Office Supplies,Paper,20.0,20.0,4,4.0,0.8,19.2,-0.8
796,OFF-BI-10000546,Office Supplies,Binders,20.0,20.0,7,4.0,0.8,19.2,-0.8
797,OFF-PA-10000176,Office Supplies,Paper,110.0,130.0,7,2.0,2.6,127.4,17.4
798,OFF-PA-10002365,Office Supplies,Paper,10.0,10.0,2,4.0,0.4,9.6,-0.4
799,OFF-LA-10002271,Office Supplies,Labels,20.0,20.0,7,2.0,0.4,19.6,-0.4
800,FUR-CH-10002647,Furniture,Chairs,260.0,280.0,5,3.0,8.4,271.6,11.6
801,FUR-FU-10004090,Furniture,Furnishings,20.0,20.0,1,5.0,1.0,19.0,-1.0
802,TEC-PH-10001580,Technology,Phones,210.0,220.0,2,4.0,8.8,211.2,1.2
803,OFF-AP-10000576,Office Supplies,Appliances,320.0,360.0,9,4.0,14.4,345.6,25.6
804,OFF-PA-10003953,Office Supplies,Paper,10.0,10.0,2,3.0,0.3,9.7,-0.3
805,FUR-FU-10000794,Furniture,Furnishings,20.0,20.0,2,5.0,1.0,19.0,-1.0
806,OFF-AR-10001897,Office Supplies,Art,40.0,40.0,3,4.0,1.6,38.4,-1.6
807,TEC-PH-10001795,Technology,Phones,1700.0,1980.0,4,4.0,79.2,1900.8,200.8
808,FUR-FU-10003347,Furniture,Furnishings,30.0,30.0,2,5.0,1.5,28.5,-1.5
809,TEC-AC-10004901,Technology,Accessories,130.0,150.0,3,4.0,6.0,144.0,14.0
810,OFF-AR-10003190,Office Supplies,Art,10.0,10.0,4,4.0,0.4,9.6,-0.4
811,FUR-TA-10002903,Furniture,Tables,1090.0,1300.0,5,5.0,65.0,1235.0,145.0
812,OFF-AP-10000240,Office Supplies,Appliances,190.0,210.0,4,5.0,10.5,199.5,9.5
813,TEC-AC-10001101,Technology,Accessories,20.0,30.0,2,5.0,1.5,28.5,8.5
814,FUR-FU-10000794,Furniture,Furnishings,20.0,20.0,2,2.0,0.4,19.6,-0.4
815,TEC-AC-10001838,Technology,Accessories,1270.0,1400.0,7,5.0,70.0,1330.0,60.0
816,OFF-PA-10000061,Office Supplies,Paper,50.0,50.0,8,4.0,2.0,48.0,-2.0
817,OFF-PA-10003651,Office Supplies,Paper,10.0,10.0,1,5.0,0.5,9.5,-0.5
818,OFF-PA-10000304,Office Supplies,Paper,30.0,40.0,8,3.0,1.2,38.8,8.8
819,OFF-BI-10003094,Office Supplies,Binders,0.0,0.0,3,2.0,0.0,0.0,0.0
820,FUR-CH-10001394,Furniture,Chairs,1030.0,1230.0,5,5.0,61.5,1168.5,138.5
821,OFF-BI-10004230,Office Supplies,Binders,30.0,30.0,3,2.0,0.6,29.4,-0.6
822,OFF-PA-10003395,Office Supplies,Paper,290.0,340.0,4,4.0,13.6,326.4,36.4
823,TEC-AC-10002402,Technology,Accessories,210.0,240.0,3,2.0,4.8,235.2,25.2
824,OFF-LA-10003223,Office Supplies,Labels,10.0,10.0,2,3.0,0.3,9.7,-0.3
825,TEC-AC-10003441,Technology,Accessories,60.0,70.0,4,4.0,2.8,67.2,7.2
826,TEC-AC-10000109,Technology,Accessories,160.0,170.0,3,4.0,6.8,163.2,3.2
827,OFF-FA-10002280,Office Supplies,Fasteners,40.0,40.0,7,2.0,0.8,39.2,-0.8
828,OFF-SU-10000381,Office Supplies,Supplies,30.0,40.0,4,4.0,1.6,38.4,8.4
829,OFF-EN-10004459,Office Supplies,Envelopes,20.0,20.0,2,3.0,0.6,19.4,-0.6
830,FUR-CH-10000665,Furniture,Chairs,250.0,300.0,2,4.0,12.0,288.0,38.0
831,OFF-AP-10003884,Office Supplies,Appliances,150.0,180.0,3,4.0,7.2,172.8,22.8
832,TEC-PH-10001557,Technology,Phones,180.0,190.0,2,4.0,7.6,182.4,2.4
833,TEC-PH-10002085,Technology,Phones,60.0,70.0,1,5.0,3.5,66.5,6.5
834,OFF-AR-10002956,Office Supplies,Art,30.0,40.0,2,2.0,0.8,39.2,9.2
835,OFF-AP-10003266,Office Supplies,Appliances,20.0,20.0,2,4.0,0.8,19.2,-0.8
836,TEC-MA-10004002,Technology,Machines,220.0,270.0,1,3.0,8.1,261.9,41.9
837,OFF-BI-10001071,Office Supplies,Binders,40.0,50.0,4,2.0,1.0,49.0,9.0
838,OFF-PA-10001560,Office Supplies,Paper,10.0,10.0,2,2.0,0.2,9.8,-0.2
839,TEC-PH-10002365,Technology,Phones,20.0,20.0,3,4.0,0.8,19.2,-0.8
840,OFF-AR-10004648,Office Supplies,Art,50.0,60.0,3,3.0,1.8,58.2,8.2
841,OFF-AR-10002578,Office Supplies,Art,10.0,10.0,4,5.0,0.5,9.5,-0.5
842,FUR-BO-10001519,Furniture,Bookcases,170.0,190.0,4,2.0,3.8,186.2,16.2
843,OFF-BI-10001294,Office Supplies,Binders,30.0,40.0,4,5.0,2.0,38.0,8.0
844,OFF-BI-10001636,Office Supplies,Binders,30.0,30.0,4,2.0,0.6,29.4,-0.6
845,OFF-SU-10002503,Office Supplies,Supplies,10.0,10.0,2,5.0,0.5,9.5,-0.5
846,OFF-LA-10004093,Office Supplies,Labels,10.0,10.0,2,5.0,0.5,9.5,-0.5
847,TEC-PH-10001552,Technology,Phones,70.0,80.0,7,3.0,2.4,77.6,7.6
848,FUR-CH-10001891,Furniture,Chairs,230.0,290.0,3,3.0,8.7,281.3,51.3
849,FUR-FU-10003878,Furniture,Furnishings,40.0,50.0,4,2.0,1.0,49.0,9.0
850,TEC-AC-10000710,Technology,Accessories,110.0,120.0,7,3.0,3.6,116.4,6.4
851,OFF-AR-10002335,Office Supplies,Art,10.0,10.0,2,2.0,0.2,9.8,-0.2
852,OFF-PA-10001870,Office Supplies,Paper,30.0,40.0,6,5.0,2.0,38.0,8.0
853,OFF-AR-10003373,Office Supplies,Art,160.0,190.0,6,2.0,3.8,186.2,26.2
854,FUR-FU-10004090,Furniture,Furnishings,30.0,40.0,2,4.0,1.6,38.4,8.4
855,OFF-ST-10000736,Office Supplies,Storage,190.0,240.0,3,2.0,4.8,235.2,45.2
856,OFF-PA-10001019,Office Supplies,Paper,30.0,40.0,2,5.0,2.0,38.0,8.0
857,OFF-SU-10002537,Office Supplies,Supplies,90.0,100.0,10,2.0,2.0,98.0,8.0
858,OFF-ST-10003221,Office Supplies,Storage,20.0,20.0,2,4.0,0.8,19.2,-0.8
859,OFF-PA-10004569,Office Supplies,Paper,10.0,10.0,1,4.0,0.4,9.6,-0.4
860,OFF-FA-10000624,Office Supplies,Fasteners,10.0,10.0,2,3.0,0.3,9.7,-0.3
861,OFF-SU-10001225,Office Supplies,Supplies,10.0,10.0,2,4.0,0.4,9.6,-0.4
862,OFF-AR-10003752,Office Supplies,Art,20.0,20.0,2,4.0,0.8,19.2,-0.8
863,TEC-AC-10001714,Technology,Accessories,170.0,190.0,6,2.0,3.8,186.2,16.2
864,OFF-AR-10003958,Office Supplies,Art,10.0,10.0,2,4.0,0.4,9.6,-0.4
865,TEC-PH-10002923,Technology,Phones,50.0,60.0,2,2.0,1.2,58.8,8.8
866,OFF-LA-10004272,Office Supplies,Labels,0.0,0.0,1,4.0,0.0,0.0,0.0
867,FUR-FU-10000965,Furniture,Furnishings,40.0,50.0,1,4.0,2.0,48.0,8.0
868,OFF-LA-10004853,Office Supplies,Labels,20.0,20.0,4,5.0,1.0,19.0,-1.0
869,OFF-BI-10003719,Office Supplies,Binders,30.0,40.0,6,2.0,0.8,39.2,9.2
870,OFF-BI-10000545,Office Supplies,Binders,910.0,1140.0,5,2.0,22.8,1117.2,207.2
871,TEC-PH-10002496,Technology,Phones,260.0,280.0,3,5.0,14.0,266.0,6.0
872,OFF-PA-10003591,Office Supplies,Paper,30.0,30.0,3,3.0,0.9,29.1,-0.9
873,OFF-PA-10004470,Office Supplies,Paper,10.0,10.0,2,2.0,0.2,9.8,-0.2
874,OFF-BI-10000315,Office Supplies,Binders,100.0,110.0,7,5.0,5.5,104.5,4.5
875,OFF-PA-10001790,Office Supplies,Paper,160.0,190.0,5,4.0,7.6,182.4,22.4
876,FUR-FU-10004017,Furniture,Furnishings,280.0,320.0,3,2.0,6.4,313.6,33.6
877,TEC-AC-10003628,Technology,Accessories,30.0,30.0,1,3.0,0.9,29.1,-0.9
878,TEC-AC-10002049,Technology,Accessories,330.0,370.0,3,4.0,14.8,355.2,25.2
879,OFF-BI-10003712,Office Supplies,Binders,10.0,10.0,4,2.0,0.2,9.8,-0.2
880,OFF-BI-10003984,Office Supplies,Binders,60.0,70.0,3,3.0,2.1,67.9,7.9
881,FUR-CH-10004287,Furniture,Chairs,1170.0,1240.0,5,2.0,24.8,1215.2,45.2
882,OFF-ST-10001321,Office Supplies,Storage,30.0,30.0,2,2.0,0.6,29.4,-0.6
883,OFF-AR-10001118,Office Supplies,Art,10.0,10.0,4,4.0,0.4,9.6,-0.4
884,FUR-FU-10000732,Furniture,Furnishings,20.0,30.0,5,2.0,0.6,29.4,9.4
885,FUR-FU-10001424,Furniture,Furnishings,20.0,20.0,2,5.0,1.0,19.0,-1.0
886,OFF-BI-10002071,Office Supplies,Binders,10.0,10.0,3,4.0,0.4,9.6,-0.4
887,OFF-ST-10002486,Office Supplies,Storage,70.0,80.0,12,5.0,4.0,76.0,6.0
888,OFF-BI-10001078,Office Supplies,Binders,30.0,40.0,7,5.0,2.0,38.0,8.0
889,OFF-PA-10003845,Office Supplies,Paper,30.0,30.0,6,2.0,0.6,29.4,-0.6
890,TEC-AC-10000927,Technology,Accessories,130.0,150.0,5,3.0,4.5,145.5,15.5
891,OFF-BI-10001098,Office Supplies,Binders,40.0,50.0,3,4.0,2.0,48.0,8.0
892,OFF-PA-10001622,Office Supplies,Paper,0.0,0.0,1,4.0,0.0,0.0,0.0
893,OFF-AR-10003158,Office Supplies,Art,20.0,20.0,4,2.0,0.4,19.6,-0.4
894,TEC-PH-10002660,Technology,Phones,510.0,540.0,8,2.0,10.8,529.2,19.2
895,OFF-ST-10002205,Office Supplies,Storage,130.0,160.0,7,3.0,4.8,155.2,25.2
896,OFF-BI-10003364,Office Supplies,Binders,60.0,70.0,3,2.0,1.4,68.6,8.6
897,OFF-EN-10001099,Office Supplies,Envelopes,20.0,20.0,2,3.0,0.6,19.4,-0.6
898,OFF-LA-10003923,Office Supplies,Labels,90.0,100.0,7,2.0,2.0,98.0,8.0
899,OFF-PA-10002250,Office Supplies,Paper,50.0,50.0,8,3.0,1.5,48.5,-1.5
900,OFF-BI-10004716,Office Supplies,Binders,10.0,10.0,2,3.0,0.3,9.7,-0.3
901,OFF-LA-10001045,Office Supplies,Labels,10.0,10.0,5,5.0,0.5,9.5,-0.5
902,OFF-BI-10001510,Office Supplies,Binders,20.0,20.0,4,3.0,0.6,19.4,-0.6
903,TEC-PH-10004536,Technology,Phones,260.0,320.0,3,2.0,6.4,313.6,53.6
904,OFF-PA-10002947,Office Supplies,Paper,20.0,20.0,3,2.0,0.4,19.6,-0.4
905,OFF-ST-10002583,Office Supplies,Storage,50.0,60.0,2,2.0,1.2,58.8,8.8
906,OFF-PA-10000019,Office Supplies,Paper,10.0,10.0,2,2.0,0.2,9.8,-0.2
907,FUR-BO-10003441,Furniture,Bookcases,280.0,320.0,4,4.0,12.8,307.2,27.2
908,TEC-PH-10004774,Technology,Phones,70.0,90.0,7,4.0,3.6,86.4,16.4
909,OFF-BI-10003684,Office Supplies,Binders,40.0,50.0,3,3.0,1.5,48.5,8.5
910,TEC-PH-10001494,Technology,Phones,1010.0,1200.0,4,3.0,36.0,1164.0,154.0
911,TEC-AC-10004666,Technology,Accessories,1830.0,1930.0,7,4.0,77.2,1852.8,22.8
912,OFF-ST-10003816,Office Supplies,Storage,320.0,350.0,2,3.0,10.5,339.5,19.5
913,FUR-FU-10001935,Furniture,Furnishings,20.0,20.0,6,5.0,1.0,19.0,-1.0
914,FUR-FU-10004091,Furniture,Furnishings,40.0,50.0,1,5.0,2.5,47.5,7.5
915,TEC-AC-10001772,Technology,Accessories,130.0,140.0,9,4.0,5.6,134.4,4.4
916,FUR-TA-10001520,Furniture,Tables,90.0,100.0,2,4.0,4.0,96.0,6.0
917,FUR-CH-10003379,Furniture,Chairs,680.0,800.0,4,5.0,40.0,760.0,80.0
918,OFF-BI-10002706,Office Supplies,Binders,10.0,10.0,3,2.0,0.2,9.8,-0.2
919,OFF-EN-10000056,Office Supplies,Envelopes,130.0,150.0,3,4.0,6.0,144.0,14.0
920,OFF-ST-10001558,Office Supplies,Storage,10.0,10.0,1,5.0,0.5,9.5,-0.5
921,OFF-ST-10002444,Office Supplies,Storage,20.0,20.0,2,4.0,0.8,19.2,-0.8
922,TEC-AC-10002473,Technology,Accessories,80.0,90.0,3,5.0,4.5,85.5,5.5
923,TEC-PH-10004531,Technology,Phones,20.0,20.0,1,2.0,0.4,19.6,-0.4
924,OFF-AP-10004487,Office Supplies,Appliances,340.0,410.0,5,4.0,16.4,393.6,53.6
925,OFF-BI-10003650,Office Supplies,Binders,720.0,840.0,2,3.0,25.2,814.8,94.8
926,OFF-PA-10003543,Office Supplies,Paper,20.0,20.0,3,3.0,0.6,19.4,-0.6
927,TEC-AC-10004353,Technology,Accessories,210.0,250.0,5,3.0,7.5,242.5,32.5
928,OFF-AR-10000658,Office Supplies,Art,40.0,50.0,4,3.0,1.5,48.5,8.5
929,OFF-AP-10000696,Office Supplies,Appliances,20.0,30.0,2,5.0,1.5,28.5,8.5
930,OFF-AR-10003560,Office Supplies,Art,10.0,10.0,3,3.0,0.3,9.7,-0.3
931,OFF-AR-10001468,Office Supplies,Art,90.0,90.0,3,2.0,1.8,88.2,-1.8
932,OFF-PA-10004971,Office Supplies,Paper,10.0,10.0,3,2.0,0.2,9.8,-0.2
933,OFF-PA-10002195,Office Supplies,Paper,10.0,10.0,3,4.0,0.4,9.6,-0.4
934,OFF-PA-10001745,Office Supplies,Paper,40.0,50.0,8,4.0,2.0,48.0,8.0
935,OFF-BI-10004826,Office Supplies,Binders,20.0,30.0,6,3.0,0.9,29.1,9.1
936,OFF-PA-10001870,Office Supplies,Paper,20.0,20.0,3,3.0,0.6,19.4,-0.6
937,OFF-AP-10001058,Office Supplies,Appliances,410.0,450.0,2,3.0,13.5,436.5,26.5
938,TEC-AC-10003911,Technology,Accessories,140.0,160.0,1,3.0,4.8,155.2,15.2
939,OFF-PA-10000289,Office Supplies,Paper,10.0,10.0,2,4.0,0.4,9.6,-0.4
940,OFF-AP-10003040,Office Supplies,Appliances,120.0,130.0,4,3.0,3.9,126.1,6.1
941,OFF-PA-10000350,Office Supplies,Paper,20.0,20.0,2,3.0,0.6,19.4,-0.6
942,OFF-BI-10001759,Office Supplies,Binders,10.0,10.0,2,4.0,0.4,9.6,-0.4
943,FUR-TA-10000577,Furniture,Tables,900.0,1110.0,4,5.0,55.5,1054.5,154.5
944,OFF-PA-10004101,Office Supplies,Paper,30.0,30.0,5,4.0,1.2,28.8,-1.2
945,OFF-ST-10001496,Office Supplies,Storage,500.0,540.0,3,5.0,27.0,513.0,13.0
946,OFF-BI-10002931,Office Supplies,Binders,150.0,170.0,5,4.0,6.8,163.2,13.2
947,FUR-TA-10002356,Furniture,Tables,320.0,390.0,3,3.0,11.7,378.3,58.3
948,FUR-FU-10003601,Furniture,Furnishings,420.0,520.0,7,5.0,26.0,494.0,74.0
